startprofiel,startprofiel+extra,LF  startprofiel+extra,aangepast profiel,LF aangepast profiel ,regelpunt,kwartieren boven limiet,verlies aan energie,390 of 360A,profiel 360/390A afhankelijk van LF,verlies aan energie2,,startprofiel2,startprofiel2+extra,aangepast profiel2,profiel 360/390A2
53.4130434783,80.1195652174,0.3939347291,80.1195652174,0.3939347291,507,0,0,390,80.1195652174,0,0,,,,
33.8282608696,50.7423913043,0.3938834154,50.7423913043,0.3938834154,507,0,0,390,50.7423913043,0,0,,,,
24.9260869565,37.3891304348,0.3938321018,37.3891304348,0.3938321018,507,0,0,390,37.3891304348,0,0,,,,
37.9826086957,56.9739130435,0.3949610016,56.9739130435,0.3949610016,507,0,0,390,56.9739130435,0,0,,,,
43.3239130435,64.9858695652,0.3956280788,64.9858695652,0.3956280788,507,0,0,390,64.9858695652,0,0,,,,
30.2673913043,45.4010869565,0.3955254516,45.4010869565,0.3955254516,507,0,0,390,45.4010869565,0,0,,,,
8.3086956522,12.4630434783,0.3946274631,12.4630434783,0.3946274631,507,0,0,390,12.4630434783,0,0,,,,
14.8369565217,22.2554347826,0.3935755337,22.2554347826,0.3935755337,507,0,0,390,22.2554347826,0,0,,,,
46.8847826087,70.327173913,0.393806445,70.327173913,0.393806445,507,0,0,390,70.327173913,0,0,,,,
83.6804347826,125.5206521739,0.3957563629,125.5206521739,0.3957563629,507,0,0,390,125.5206521739,0,0,,,,
114.5413043478,171.8119565217,0.3981424466,171.8119565217,0.3981424466,507,0,0,390,171.8119565217,0,0,,,,
95.55,143.325,0.3990917488,143.325,0.3990917488,507,0,0,390,143.325,0,0,,,,
70.6239130435,105.9358695652,0.3985529557,105.9358695652,0.3985529557,507,0,0,390,105.9358695652,0,0,,,,
59.9413043478,89.9119565217,0.3964490969,89.9119565217,0.3964490969,507,0,0,390,89.9119565217,0,0,,,,
51.0391304348,76.5586956522,0.3957050493,76.5586956522,0.3957050493,507,0,0,390,76.5586956522,0,0,,,,
36.7956521739,55.1934782609,0.3942682677,55.1934782609,0.3942682677,507,0,0,390,55.1934782609,0,0,,,,
47.4782608696,71.2173913043,0.3931393678,71.2173913043,0.3931393678,507,0,0,390,71.2173913043,0,0,,,,
65.8760869565,98.8141304348,0.3932933087,98.8141304348,0.3932933087,507,0,0,390,98.8141304348,0,0,,,,
90.2086956522,135.3130434783,0.3934472496,135.3130434783,0.3934472496,507,0,0,390,135.3130434783,0,0,,,,
118.102173913,177.1532608696,0.3940373563,177.1532608696,0.3940373563,507,0,0,390,177.1532608696,0,0,,,,
66.4695652174,99.7043478261,0.3922157225,99.7043478261,0.3922157225,507,0,0,390,99.7043478261,0,0,,,,
36.202173913,54.3032608696,0.3892651888,54.3032608696,0.3892651888,507,0,0,390,54.3032608696,0,0,,,,
13.65,20.475,0.3868791051,20.475,0.3868791051,507,0,0,390,20.475,0,0,,,,
17.8043478261,26.7065217391,0.3850061576,26.7065217391,0.3850061576,507,0,0,390,26.7065217391,0,0,,,,
14.8369565217,22.2554347826,0.3825687603,22.2554347826,0.3825687603,507,0,0,390,22.2554347826,0,0,,,,
21.3652173913,32.047826087,0.3796438834,32.047826087,0.3796438834,507,0,0,390,32.047826087,0,0,,,,
19.5847826087,29.377173913,0.3762828407,29.377173913,0.3762828407,507,0,0,390,29.377173913,0,0,,,,
12.4630434783,18.6945652174,0.3720238095,18.6945652174,0.3720238095,507,0,0,390,18.6945652174,0,0,,,,
8.3086956522,12.4630434783,0.3670463875,12.4630434783,0.3670463875,507,0,0,390,12.4630434783,0,0,,,,
12.4630434783,18.6945652174,0.3634800903,18.6945652174,0.3634800903,507,0,0,390,18.6945652174,0,0,,,,
11.8695652174,17.8043478261,0.3612222906,17.8043478261,0.3612222906,507,0,0,390,17.8043478261,0,0,,,,
8.3086956522,12.4630434783,0.3593493432,12.4630434783,0.3593493432,507,0,0,390,12.4630434783,0,0,,,,
21.3652173913,32.047826087,0.3563731527,32.047826087,0.3563731527,507,0,0,390,32.047826087,0,0,,,,
30.8608695652,46.2913043478,0.3540127258,46.2913043478,0.3540127258,507,0,0,390,46.2913043478,0,0,,,,
34.4217391304,51.6326086957,0.3523450328,51.6326086957,0.3523450328,507,0,0,390,51.6326086957,0,0,,,,
56.9739130435,85.4608695652,0.3513700739,85.4608695652,0.3513700739,507,0,0,390,85.4608695652,0,0,,,,
87.2413043478,130.8619565217,0.3527042282,130.8619565217,0.3527042282,507,0,0,390,130.8619565217,0,0,,,,
76.5586956522,114.8380434783,0.3536535304,114.8380434783,0.3536535304,507,0,0,390,114.8380434783,0,0,,,,
106.2326086957,159.3489130435,0.3545771757,159.3489130435,0.3545771757,507,0,0,390,159.3489130435,0,0,,,,
147.7760869565,221.6641304348,0.3570402299,221.6641304348,0.3570402299,507,0,0,390,221.6641304348,0,0,,,,
156.6782608696,235.0173913043,0.3605038998,235.0173913043,0.3605038998,507,0,0,390,235.0173913043,0,0,,,,
126.4108695652,189.6163043478,0.36227422,189.6163043478,0.36227422,507,0,0,390,189.6163043478,0,0,,,,
103.2652173913,154.897826087,0.3636853448,154.897826087,0.3636853448,507,0,0,390,154.897826087,0,0,,,,
58.1608695652,87.2413043478,0.3634287767,87.2413043478,0.3634287767,507,0,0,390,87.2413043478,0,0,,,,
30.8608695652,46.2913043478,0.362145936,46.2913043478,0.362145936,507,0,0,390,46.2913043478,0,0,,,,
23.7391304348,35.6086956522,0.3591697455,35.6086956522,0.3591697455,507,0,0,390,35.6086956522,0,0,,,,
27.3,40.95,0.3570402299,40.95,0.3570402299,507,0,0,390,40.95,0,0,,,,
29.0804347826,43.6206521739,0.3560139573,43.6206521739,0.3560139573,507,0,0,390,43.6206521739,0,0,,,,
16.0239130435,24.0358695652,0.3542179803,24.0358695652,0.3542179803,507,0,0,390,24.0358695652,0,0,,,,
22.552173913,33.8282608696,0.3526529146,33.8282608696,0.3526529146,507,0,0,390,33.8282608696,0,0,,,,
29.6739130435,44.5108695652,0.3511135057,44.5108695652,0.3511135057,507,0,0,390,44.5108695652,0,0,,,,
45.697826087,68.5467391304,0.3489326765,68.5467391304,0.3489326765,507,0,0,390,68.5467391304,0,0,,,,
24.9260869565,37.3891304348,0.3447506158,37.3891304348,0.3447506158,507,0,0,390,37.3891304348,0,0,,,,
23.1456521739,34.7184782609,0.3389778325,34.7184782609,0.3389778325,507,0,0,390,34.7184782609,0,0,,,,
26.7065217391,40.0597826087,0.3330511084,40.0597826087,0.3330511084,507,0,0,390,40.0597826087,0,0,,,,
20.1782608696,30.2673913043,0.3262263957,30.2673913043,0.3262263957,507,0,0,390,30.2673913043,0,0,,,,
15.4304347826,23.1456521739,0.3207358374,23.1456521739,0.3207358374,507,0,0,390,23.1456521739,0,0,,,,
19.5847826087,29.377173913,0.3174004516,29.377173913,0.3174004516,507,0,0,390,29.377173913,0,0,,,,
25.5195652174,38.2793478261,0.3138341544,38.2793478261,0.3138341544,507,0,0,390,38.2793478261,0,0,,,,
27.3,40.95,0.3097803777,40.95,0.3097803777,507,0,0,390,40.95,0,0,,,,
30.2673913043,45.4010869565,0.3070094417,45.4010869565,0.3070094417,507,0,0,390,45.4010869565,0,0,,,,
51.0391304348,76.5586956522,0.305726601,76.5586956522,0.305726601,507,0,0,390,76.5586956522,0,0,,,,
81.9,122.85,0.3067272167,122.85,0.3067272167,507,0,0,390,122.85,0,0,,,,
53.4130434783,80.1195652174,0.3063423645,80.1195652174,0.3063423645,507,0,0,390,80.1195652174,0,0,,,,
56.9739130435,85.4608695652,0.3063423645,85.4608695652,0.3063423645,507,0,0,390,85.4608695652,0,0,,,,
35.6086956522,53.4130434783,0.3040075944,53.4130434783,0.3040075944,507,0,0,390,53.4130434783,0,0,,,,
26.1130434783,39.1695652174,0.2994406814,39.1695652174,0.2994406814,507,0,0,390,39.1695652174,0,0,,,,
21.3652173913,32.047826087,0.2937961823,32.047826087,0.2937961823,507,0,0,390,32.047826087,0,0,,,,
26.7065217391,40.0597826087,0.2865609606,40.0597826087,0.2865609606,507,0,0,390,40.0597826087,0,0,,,,
14.2434782609,21.3652173913,0.2770422824,21.3652173913,0.2770422824,507,0,0,390,21.3652173913,0,0,,,,
13.0565217391,19.5847826087,0.2679084565,19.5847826087,0.2679084565,507,0,0,390,19.5847826087,0,0,,,,
18.397826087,27.5967391304,0.2602114122,27.5967391304,0.2602114122,507,0,0,390,27.5967391304,0,0,,,,
32.047826087,48.0717391304,0.2655707465,48.0717391304,0.2655707465,507,0,0,390,48.0717391304,0,0,,,,
23.7391304348,35.6086956522,0.258843316,35.6086956522,0.258843316,507,0,0,390,35.6086956522,0,0,,,,
23.7391304348,35.6086956522,0.2514919705,35.6086956522,0.2514919705,507,0,0,390,35.6086956522,0,0,,,,
20.7717391304,31.1576086957,0.3367300725,31.1576086957,0.3367300725,507,0,0,390,31.1576086957,0,0,,,,
15.4304347826,23.1456521739,0.3291817633,23.1456521739,0.3291817633,507,0,0,390,23.1456521739,0,0,,,,
23.1456521739,34.7184782609,0.3223128019,34.7184782609,0.3223128019,507,0,0,390,34.7184782609,0,0,,,,
17.8043478261,26.7065217391,0.3198218599,26.7065217391,0.3198218599,507,0,0,390,26.7065217391,0,0,,,,
17.2108695652,25.8163043478,0.3178592995,25.8163043478,0.3178592995,507,0,0,390,25.8163043478,0,0,,,,
13.0565217391,19.5847826087,0.3114432367,19.5847826087,0.3114432367,507,0,0,390,19.5847826087,0,0,,,,
13.0565217391,19.5847826087,0.3057820048,19.5847826087,0.3057820048,507,0,0,390,19.5847826087,0,0,,,,
11.2760869565,16.9141304348,0.2996301329,16.9141304348,0.2996301329,507,0,0,390,16.9141304348,0,0,,,,
7.7152173913,11.572826087,0.2924214976,11.572826087,0.2924214976,507,0,0,390,11.572826087,0,0,,,,
11.8695652174,17.8043478261,0.2850996377,17.8043478261,0.2850996377,507,0,0,390,17.8043478261,0,0,,,,
16.6173913043,24.9260869565,0.2779664855,24.9260869565,0.2779664855,507,0,0,390,24.9260869565,0,0,,,,
24.3326086957,36.4989130435,0.2719655797,36.4989130435,0.2719655797,507,0,0,390,36.4989130435,0,0,,,,
29.6739130435,44.5108695652,0.2754103535,44.5108695652,0.2754103535,507,0,0,390,44.5108695652,0,0,,,,
37.9826086957,56.9739130435,0.2703203914,56.9739130435,0.2703203914,507,0,0,390,56.9739130435,0,0,,,,
20.1782608696,30.2673913043,0.2666114268,30.2673913043,0.2666114268,507,0,0,390,30.2673913043,0,0,,,,
28.4869565217,42.7304347826,0.2626262626,42.7304347826,0.2626262626,507,0,0,390,42.7304347826,0,0,,,,
31.4543478261,47.1815217391,0.2603772096,47.1815217391,0.2603772096,507,0,0,390,47.1815217391,0,0,,,,
24.3326086957,36.4989130435,0.2572206439,36.4989130435,0.2572206439,507,0,0,390,36.4989130435,0,0,,,,
26.1130434783,39.1695652174,0.2527619949,39.1695652174,0.2527619949,507,0,0,390,39.1695652174,0,0,,,,
32.047826087,48.0717391304,0.2514204545,48.0717391304,0.2514204545,507,0,0,390,48.0717391304,0,0,,,,
34.4217391304,51.6326086957,0.2493292298,51.6326086957,0.2493292298,507,0,0,390,51.6326086957,0,0,,,,
33.2347826087,49.852173913,0.2479876894,49.852173913,0.2479876894,507,0,0,390,49.852173913,0,0,,,,
33.8282608696,50.7423913043,0.2479876894,50.7423913043,0.2479876894,507,0,0,390,50.7423913043,0,0,,,,
20.7717391304,31.1576086957,0.2477114899,31.1576086957,0.2477114899,507,0,0,390,31.1576086957,0,0,,,,
24.9260869565,37.3891304348,0.2468434343,37.3891304348,0.2468434343,507,0,0,390,37.3891304348,0,0,,,,
19.5847826087,29.377173913,0.2452651515,29.377173913,0.2452651515,507,0,0,390,29.377173913,0,0,,,,
10.6826086957,16.0239130435,0.2439630682,16.0239130435,0.2439630682,507,0,0,390,16.0239130435,0,0,,,,
9.4956521739,14.2434782609,0.2440419823,14.2434782609,0.2440419823,507,0,0,390,14.2434782609,0,0,,,,
8.902173913,13.3532608696,0.2436474116,13.3532608696,0.2436474116,507,0,0,390,13.3532608696,0,0,,,,
2.3739130435,3.5608695652,0.2406881313,3.5608695652,0.2406881313,507,0,0,390,3.5608695652,0,0,,,,
1.1869565217,1.7804347826,0.2352035985,1.7804347826,0.2352035985,507,0,0,390,1.7804347826,0,0,,,,
0,0,0.2275883838,0,0.2275883838,507,0,0,390,0,0,0,,,,
0,0,0.2212357955,0,0.2212357955,507,0,0,390,0,0,0,,,,
0,0,0.216540404,0,0.216540404,507,0,0,390,0,0,0,,,,
0,0,0.2125552399,0,0.2125552399,507,0,0,390,0,0,0,,,,
0,0,0.2091619318,0,0.2091619318,507,0,0,390,0,0,0,,,,
0,0,0.2067155934,0,0.2067155934,507,0,0,390,0,0,0,,,,
0,0,0.2035590278,0,0.2035590278,507,0,0,390,0,0,0,,,,
0,0,0.1991792929,0,0.1991792929,507,0,0,390,0,0,0,,,,
0,0,0.1931818182,0,0.1931818182,507,0,0,390,0,0,0,,,,
0,0,0.1853298611,0,0.1853298611,507,0,0,390,0,0,0,,,,
0,0,0.1809106692,0,0.1809106692,507,0,0,390,0,0,0,,,,
0,0,0.1785037879,0,0.1785037879,507,0,0,390,0,0,0,,,,
0,0,0.1775962753,0,0.1775962753,507,0,0,390,0,0,0,,,,
0,0,0.1764125631,0,0.1764125631,507,0,0,390,0,0,0,,,,
1.1869565217,1.7804347826,0.1755050505,1.7804347826,0.1755050505,507,0,0,390,1.7804347826,0,0,,,,
4.1543478261,6.2315217391,0.1743607955,6.2315217391,0.1743607955,507,0,0,390,6.2315217391,0,0,,,,
2.9673913043,4.4510869565,0.1732559975,4.4510869565,0.1732559975,507,0,0,390,4.4510869565,0,0,,,,
4.747826087,7.1217391304,0.1727430556,7.1217391304,0.1727430556,507,0,0,390,7.1217391304,0,0,,,,
7.1217391304,10.6826086957,0.1726641414,10.6826086957,0.1726641414,507,0,0,390,10.6826086957,0,0,,,,
7.7152173913,11.572826087,0.1723484848,11.572826087,0.1723484848,507,0,0,390,11.572826087,0,0,,,,
9.4956521739,14.2434782609,0.1721906566,14.2434782609,0.1721906566,507,0,0,390,14.2434782609,0,0,,,,
10.6826086957,16.0239130435,0.1723484848,16.0239130435,0.1723484848,507,0,0,390,16.0239130435,0,0,,,,
13.0565217391,19.5847826087,0.1717960859,19.5847826087,0.1717960859,507,0,0,390,19.5847826087,0,0,,,,
17.2108695652,25.8163043478,0.1708885732,25.8163043478,0.1708885732,507,0,0,390,25.8163043478,0,0,,,,
17.2108695652,25.8163043478,0.1697443182,25.8163043478,0.1697443182,507,0,0,390,25.8163043478,0,0,,,,
25.5195652174,38.2793478261,0.1676530934,38.2793478261,0.1676530934,507,0,0,390,38.2793478261,0,0,,,,
27.8934782609,41.8402173913,0.1637073864,41.8402173913,0.1637073864,507,0,0,390,41.8402173913,0,0,,,,
27.3,40.95,0.1604324495,40.95,0.1604324495,507,0,0,390,40.95,0,0,,,,
26.1130434783,39.1695652174,0.1551057449,39.1695652174,0.1551057449,507,0,0,390,39.1695652174,0,0,,,,
24.3326086957,36.4989130435,0.1468986742,36.4989130435,0.1468986742,507,0,0,390,36.4989130435,0,0,,,,
28.4869565217,42.7304347826,0.171508216,42.7304347826,0.171508216,507,0,0,390,42.7304347826,0,0,,,,
20.1782608696,30.2673913043,0.1992337165,30.2673913043,0.1992337165,507,0,0,390,30.2673913043,0,0,,,,
23.1456521739,34.7184782609,0.2410175121,34.7184782609,0.2410175121,507,0,0,390,34.7184782609,0,0,,,,
31.4543478261,47.1815217391,0.2376207729,47.1815217391,0.2376207729,507,0,0,390,47.1815217391,0,0,,,,
24.9260869565,37.3891304348,0.236865942,37.3891304348,0.236865942,507,0,0,390,37.3891304348,0,0,,,,
18.397826087,27.5967391304,0.2361865942,27.5967391304,0.2361865942,507,0,0,390,27.5967391304,0,0,,,,
21.3652173913,32.047826087,0.2354317633,32.047826087,0.2354317633,507,0,0,390,32.047826087,0,0,,,,
41.5434782609,62.3152173913,0.2370169082,62.3152173913,0.2370169082,507,0,0,390,62.3152173913,0,0,,,,
61.1282608696,91.6923913043,0.2427536232,91.6923913043,0.2427536232,507,0,0,390,91.6923913043,0,0,,,,
41.5434782609,62.3152173913,0.2451690821,62.3152173913,0.2451690821,507,0,0,390,62.3152173913,0,0,,,,
44.5108695652,66.7663043478,0.2470561594,66.7663043478,0.2470561594,507,0,0,390,66.7663043478,0,0,,,,
36.202173913,54.3032608696,0.24584843,54.3032608696,0.24584843,507,0,0,390,54.3032608696,0,0,,,,
21.9586956522,32.9380434783,0.2454710145,32.9380434783,0.2454710145,507,0,0,390,32.9380434783,0,0,,,,
15.4304347826,23.1456521739,0.2444897343,23.1456521739,0.2444897343,507,0,0,390,23.1456521739,0,0,,,,
17.2108695652,25.8163043478,0.2432820048,25.8163043478,0.2432820048,507,0,0,390,25.8163043478,0,0,,,,
18.9913043478,28.4869565217,0.2431310386,28.4869565217,0.2431310386,507,0,0,390,28.4869565217,0,0,,,,
20.1782608696,30.2673913043,0.2437349034,30.2673913043,0.2437349034,507,0,0,390,30.2673913043,0,0,,,,
31.4543478261,47.1815217391,0.2452445652,47.1815217391,0.2452445652,507,0,0,390,47.1815217391,0,0,,,,
31.4543478261,47.1815217391,0.2459993961,47.1815217391,0.2459993961,507,0,0,390,47.1815217391,0,0,,,,
18.9913043478,28.4869565217,0.2449426329,28.4869565217,0.2449426329,507,0,0,390,28.4869565217,0,0,,,,
43.3239130435,64.9858695652,0.2466032609,64.9858695652,0.2466032609,507,0,0,390,64.9858695652,0,0,,,,
39.1695652174,58.7543478261,0.245093599,58.7543478261,0.245093599,507,0,0,390,58.7543478261,0,0,,,,
45.697826087,68.5467391304,0.3222087379,68.5467391304,0.3222087379,507,0,0,390,68.5467391304,0,0,,,,
37.3891304348,56.0836956522,0.3194781553,56.0836956522,0.3194781553,507,0,0,390,56.0836956522,0,0,,,,
33.8282608696,50.7423913043,0.3155339806,50.7423913043,0.3155339806,507,0,0,390,50.7423913043,0,0,,,,
39.1695652174,58.7543478261,0.3161407767,58.7543478261,0.3161407767,507,0,0,390,58.7543478261,0,0,,,,
31.4543478261,47.1815217391,0.3170509709,47.1815217391,0.3170509709,507,0,0,390,47.1815217391,0,0,,,,
18.9913043478,28.4869565217,0.3166464401,28.4869565217,0.3166464401,507,0,0,390,28.4869565217,0,0,,,,
18.397826087,27.5967391304,0.3152305825,27.5967391304,0.3152305825,507,0,0,390,27.5967391304,0,0,,,,
17.8043478261,26.7065217391,0.3158373786,26.7065217391,0.3158373786,507,0,0,390,26.7065217391,0,0,,,,
22.552173913,33.8282608696,0.3174555016,33.8282608696,0.3174555016,507,0,0,390,33.8282608696,0,0,,,,
37.3891304348,56.0836956522,0.3206917476,56.0836956522,0.3206917476,507,0,0,390,56.0836956522,0,0,,,,
31.4543478261,47.1815217391,0.3205906149,47.1815217391,0.3205906149,507,0,0,390,47.1815217391,0,0,,,,
35.0152173913,52.522826087,0.3225121359,52.522826087,0.3225121359,507,0,0,390,52.522826087,0,0,,,,
40.3565217391,60.5347826087,0.3253438511,60.5347826087,0.3253438511,507,0,0,390,60.5347826087,0,0,,,,
61.1282608696,91.6923913043,0.3322208738,91.6923913043,0.3322208738,507,0,0,390,91.6923913043,0,0,,,,
49.2586956522,73.8880434783,0.3379854369,73.8880434783,0.3379854369,507,0,0,390,73.8880434783,0,0,,,,
45.1043478261,67.6565217391,0.3417273463,67.6565217391,0.3417273463,507,0,0,390,67.6565217391,0,0,,,,
24.3326086957,36.4989130435,0.3428398058,36.4989130435,0.3428398058,507,0,0,390,36.4989130435,0,0,,,,
21.3652173913,32.047826087,0.3435477346,32.047826087,0.3435477346,507,0,0,390,32.047826087,0,0,,,,
17.2108695652,25.8163043478,0.3442556634,25.8163043478,0.3442556634,507,0,0,390,25.8163043478,0,0,,,,
21.3652173913,32.047826087,0.345671521,32.047826087,0.345671521,507,0,0,390,32.047826087,0,0,,,,
16.6173913043,24.9260869565,0.3465817152,24.9260869565,0.3465817152,507,0,0,390,24.9260869565,0,0,,,,
16.6173913043,24.9260869565,0.3480987055,24.9260869565,0.3480987055,507,0,0,390,24.9260869565,0,0,,,,
14.8369565217,22.2554347826,0.3486043689,22.2554347826,0.3486043689,507,0,0,390,22.2554347826,0,0,,,,
4.1543478261,6.2315217391,0.3464805825,6.2315217391,0.3464805825,507,0,0,390,6.2315217391,0,0,,,,
1.7804347826,2.6706521739,0.3426375405,2.6706521739,0.3426375405,507,0,0,390,2.6706521739,0,0,,,,
23.7391304348,35.6086956522,0.3416262136,35.6086956522,0.3416262136,507,0,0,390,35.6086956522,0,0,,,,
21.3652173913,32.047826087,0.3387944984,32.047826087,0.3387944984,507,0,0,390,32.047826087,0,0,,,,
17.2108695652,25.8163043478,0.338288835,25.8163043478,0.338288835,507,0,0,390,25.8163043478,0,0,,,,
11.2760869565,16.9141304348,0.3353559871,16.9141304348,0.3353559871,507,0,0,390,16.9141304348,0,0,,,,
8.3086956522,12.4630434783,0.3314118123,12.4630434783,0.3314118123,507,0,0,390,12.4630434783,0,0,,,,
7.7152173913,11.572826087,0.3285800971,11.572826087,0.3285800971,507,0,0,390,11.572826087,0,0,,,,
6.5282608696,9.7923913043,0.3252427184,9.7923913043,0.3252427184,507,0,0,390,9.7923913043,0,0,,,,
6.5282608696,9.7923913043,0.3208940129,9.7923913043,0.3208940129,507,0,0,390,9.7923913043,0,0,,,,
3.5608695652,5.3413043478,0.3156351133,5.3413043478,0.3156351133,507,0,0,390,5.3413043478,0,0,,,,
11.2760869565,16.9141304348,0.3118932039,16.9141304348,0.3118932039,507,0,0,390,16.9141304348,0,0,,,,
26.7065217391,40.0597826087,0.3106796117,40.0597826087,0.3106796117,507,0,0,390,40.0597826087,0,0,,,,
36.7956521739,55.1934782609,0.3134101942,55.1934782609,0.3134101942,507,0,0,390,55.1934782609,0,0,,,,
20.1782608696,30.2673913043,0.3126011327,30.2673913043,0.3126011327,507,0,0,390,30.2673913043,0,0,,,,
19.5847826087,29.377173913,0.3126011327,29.377173913,0.3126011327,507,0,0,390,29.377173913,0,0,,,,
14.8369565217,22.2554347826,0.3133090615,22.2554347826,0.3133090615,507,0,0,390,22.2554347826,0,0,,,,
5.3413043478,8.0119565217,0.3126011327,8.0119565217,0.3126011327,507,0,0,390,8.0119565217,0,0,,,,
18.9913043478,28.4869565217,0.3143203883,28.4869565217,0.3143203883,507,0,0,390,28.4869565217,0,0,,,,
52.2260869565,78.3391304348,0.322815534,78.3391304348,0.322815534,507,0,0,390,78.3391304348,0,0,,,,
49.2586956522,73.8880434783,0.3310072816,73.8880434783,0.3310072816,507,0,0,390,73.8880434783,0,0,,,,
66.4695652174,99.7043478261,0.3148251488,99.7043478261,0.3148251488,507,0,0,390,99.7043478261,0,0,,,,
92.5826086957,138.8739130435,0.2364449786,138.8739130435,0.2364449786,507,0,0,390,138.8739130435,0,0,,,,
93.1760869565,139.7641304348,0.2453556263,139.7641304348,0.2453556263,507,0,0,390,139.7641304348,0,0,,,,
75.3717391304,113.0576086957,0.2537818471,113.0576086957,0.2537818471,507,0,0,390,113.0576086957,0,0,,,,
58.7543478261,88.1315217391,0.2603503185,88.1315217391,0.2603503185,507,0,0,390,88.1315217391,0,0,,,,
54.6,81.9,0.2664543524,81.9,0.2664543524,507,0,0,390,81.9,0,0,,,,
74.7782608696,112.1673913043,0.2748142251,112.1673913043,0.2748142251,507,0,0,390,112.1673913043,0,0,,,,
63.502173913,95.2532608696,0.281913482,95.2532608696,0.281913482,507,0,0,390,95.2532608696,0,0,,,,
44.5108695652,66.7663043478,0.2868895966,66.7663043478,0.2868895966,507,0,0,390,66.7663043478,0,0,,,,
33.8282608696,50.7423913043,0.2906714437,50.7423913043,0.2906714437,507,0,0,390,50.7423913043,0,0,,,,
34.4217391304,51.6326086957,0.2945196391,51.6326086957,0.2945196391,507,0,0,390,51.6326086957,0,0,,,,
24.3326086957,36.4989130435,0.2972399151,36.4989130435,0.2972399151,507,0,0,390,36.4989130435,0,0,,,,
14.8369565217,22.2554347826,0.29889862,22.2554347826,0.29889862,507,0,0,390,22.2554347826,0,0,,,,
16.0239130435,24.0358695652,0.3006900212,24.0358695652,0.3006900212,507,0,0,390,24.0358695652,0,0,,,,
15.4304347826,23.1456521739,0.3022823779,23.1456521739,0.3022823779,507,0,0,390,23.1456521739,0,0,,,,
16.0239130435,24.0358695652,0.3036093418,24.0358695652,0.3036093418,507,0,0,390,24.0358695652,0,0,,,,
13.65,20.475,0.3048036093,20.475,0.3048036093,507,0,0,390,20.475,0,0,,,,
10.0891304348,15.1336956522,0.3054007431,15.1336956522,0.3054007431,507,0,0,390,15.1336956522,0,0,,,,
14.8369565217,22.2554347826,0.3062632696,22.2554347826,0.3062632696,507,0,0,390,22.2554347826,0,0,,,,
20.7717391304,31.1576086957,0.3077229299,31.1576086957,0.3077229299,507,0,0,390,31.1576086957,0,0,,,,
23.1456521739,34.7184782609,0.3092489384,34.7184782609,0.3092489384,507,0,0,390,34.7184782609,0,0,,,,
14.8369565217,22.2554347826,0.3097133758,22.2554347826,0.3097133758,507,0,0,390,22.2554347826,0,0,,,,
18.9913043478,28.4869565217,0.3103768577,28.4869565217,0.3103768577,507,0,0,390,28.4869565217,0,0,,,,
17.8043478261,26.7065217391,0.3104432059,26.7065217391,0.3104432059,507,0,0,390,26.7065217391,0,0,,,,
13.65,20.475,0.3100451168,20.475,0.3100451168,507,0,0,390,20.475,0,0,,,,
5.3413043478,8.0119565217,0.3077892781,8.0119565217,0.3077892781,507,0,0,390,8.0119565217,0,0,,,,
8.902173913,13.3532608696,0.3056661359,13.3532608696,0.3056661359,507,0,0,390,13.3532608696,0,0,,,,
11.2760869565,16.9141304348,0.3038747346,16.9141304348,0.3038747346,507,0,0,390,16.9141304348,0,0,,,,
22.552173913,33.8282608696,0.3034766454,33.8282608696,0.3034766454,507,0,0,390,33.8282608696,0,0,,,,
13.65,20.475,0.3022823779,20.475,0.3022823779,507,0,0,390,20.475,0,0,,,,
11.8695652174,17.8043478261,0.3004246285,17.8043478261,0.3004246285,507,0,0,390,17.8043478261,0,0,,,,
14.8369565217,22.2554347826,0.2998274947,22.2554347826,0.2998274947,507,0,0,390,22.2554347826,0,0,,,,
9.4956521739,14.2434782609,0.2983014862,14.2434782609,0.2983014862,507,0,0,390,14.2434782609,0,0,,,,
15.4304347826,23.1456521739,0.2965100849,23.1456521739,0.2965100849,507,0,0,390,23.1456521739,0,0,,,,
17.8043478261,26.7065217391,0.2957139066,26.7065217391,0.2957139066,507,0,0,390,26.7065217391,0,0,,,,
20.1782608696,30.2673913043,0.2959129512,30.2673913043,0.2959129512,507,0,0,390,30.2673913043,0,0,,,,
11.2760869565,16.9141304348,0.2947850318,16.9141304348,0.2947850318,507,0,0,390,16.9141304348,0,0,,,,
14.2434782609,21.3652173913,0.2917330149,21.3652173913,0.2917330149,507,0,0,390,21.3652173913,0,0,,,,
13.0565217391,19.5847826087,0.286358811,19.5847826087,0.286358811,507,0,0,390,19.5847826087,0,0,,,,
17.2108695652,25.8163043478,0.283638535,25.8163043478,0.283638535,507,0,0,390,25.8163043478,0,0,,,,
20.1782608696,30.2673913043,0.280918259,30.2673913043,0.280918259,507,0,0,390,30.2673913043,0,0,,,,
35.6086956522,53.4130434783,0.2808519108,53.4130434783,0.2808519108,507,0,0,390,53.4130434783,0,0,,,,
49.852173913,74.7782608696,0.283970276,74.7782608696,0.283970276,507,0,0,390,74.7782608696,0,0,,,,
45.1043478261,67.6565217391,0.2872876858,67.6565217391,0.2872876858,507,0,0,390,67.6565217391,0,0,,,,
52.8195652174,79.2293478261,0.2912685775,79.2293478261,0.2912685775,507,0,0,390,79.2293478261,0,0,,,,
